Year,Increment,FishID,Length,Capture_age_chron,Collection_year,Cohort,sex,Weight,Increment_age,PDO,SSTv4
1961,0.047,19714_L7_13,37,19,1971,1952,1,,10,4.77995355,4.77995355
1962,0.04,19714_L7_13,37,19,1971,1952,1,,11,4.73869153,4.73869153
1963,0.057,19714_L7_13,37,19,1971,1952,1,,12,5.265386556,5.265386556
1964,0.052,19714_L7_13,37,19,1971,1952,1,,13,4.82454492,4.82454492
1965,0.042,19714_L7_13,37,19,1971,1952,1,,14,4.8576374,4.8576374
1966,0.042,19714_L7_13,37,19,1971,1952,1,,15,4.81894888,4.81894888
1967,0.046,19714_L7_13,37,19,1971,1952,1,,16,6.0441331,6.0441331
1968,0.043,19714_L7_13,37,19,1971,1952,1,,17,4.996812,4.996812
1969,0.043,19714_L7_13,37,19,1971,1952,1,,18,5.931678889,5.931678889
1970,0.025,19714_L7_13,37,19,1971,1952,1,,19,5.2281568,5.2281568
1957,0.107,19714_L7_14,38.5,18,1971,1953,2,,5,6.382488889,6.382488889
1958,0.085,19714_L7_14,38.5,18,1971,1953,2,,6,5.4791286,5.4791286
1959,0.085,19714_L7_14,38.5,18,1971,1953,2,,7,5.01073785,5.01073785
1960,0.061,19714_L7_14,38.5,18,1971,1953,2,,8,4.81554345,4.81554345
1961,0.065,19714_L7_14,38.5,18,1971,1953,2,,9,4.77995355,4.77995355
1962,0.05,19714_L7_14,38.5,18,1971,1953,2,,10,4.73869153,4.73869153
1963,0.056,19714_L7_14,38.5,18,1971,1953,2,,11,5.265386556,5.265386556
1964,0.048,19714_L7_14,38.5,18,1971,1953,2,,12,4.82454492,4.82454492
1965,0.053,19714_L7_14,38.5,18,1971,1953,2,,13,4.8576374,4.8576374
1966,0.05,19714_L7_14,38.5,18,1971,1953,2,,14,4.81894888,4.81894888
1967,0.051,19714_L7_14,38.5,18,1971,1953,2,,15,6.0441331,6.0441331
1968,0.047,19714_L7_14,38.5,18,1971,1953,2,,16,4.996812,4.996812
1969,0.056,19714_L7_14,38.5,18,1971,1953,2,,17,5.931678889,5.931678889
1957,0.096,19714_L7_15,38.3,16,1971,1955,1,,3,6.382488889,6.382488889
1958,0.087,19714_L7_15,38.3,16,1971,1955,1,,4,5.4791286,5.4791286
1959,0.092,19714_L7_15,38.3,16,1971,1955,1,,5,5.01073785,5.01073785
1960,0.052,19714_L7_15,38.3,16,1971,1955,1,,6,4.81554345,4.81554345
1961,0.066,19714_L7_15,38.3,16,1971,1955,1,,7,4.77995355,4.77995355
1962,0.045,19714_L7_15,38.3,16,1971,1955,1,,8,4.73869153,4.73869153
1963,0.077,19714_L7_15,38.3,16,1971,1955,1,,9,5.265386556,5.265386556
1964,0.057,19714_L7_15,38.3,16,1971,1955,1,,10,4.82454492,4.82454492
1965,0.062,19714_L7_15,38.3,16,1971,1955,1,,11,4.8576374,4.8576374
1966,0.028,19714_L7_15,38.3,16,1971,1955,1,,12,4.81894888,4.81894888
1967,0.041,19714_L7_15,38.3,16,1971,1955,1,,13,6.0441331,6.0441331
1968,0.046,19714_L7_15,38.3,16,1971,1955,1,,14,4.996812,4.996812
1969,0.039,19714_L7_15,38.3,16,1971,1955,1,,15,5.931678889,5.931678889
1970,0.037,19714_L7_15,38.3,16,1971,1955,1,,16,5.2281568,5.2281568
1957,0.091,19714_L7_21,49.2,18,1971,1953,2,,5,6.382488889,6.382488889
1958,0.077,19714_L7_21,49.2,18,1971,1953,2,,6,5.4791286,5.4791286
1959,0.081,19714_L7_21,49.2,18,1971,1953,2,,7,5.01073785,5.01073785
1960,0.065,19714_L7_21,49.2,18,1971,1953,2,,8,4.81554345,4.81554345
1961,0.079,19714_L7_21,49.2,18,1971,1953,2,,9,4.77995355,4.77995355
1962,0.062,19714_L7_21,49.2,18,1971,1953,2,,10,4.73869153,4.73869153
1963,0.066,19714_L7_21,49.2,18,1971,1953,2,,11,5.265386556,5.265386556
1964,0.066,19714_L7_21,49.2,18,1971,1953,2,,12,4.82454492,4.82454492
1965,0.042,19714_L7_21,49.2,18,1971,1953,2,,13,4.8576374,4.8576374
1966,0.032,19714_L7_21,49.2,18,1971,1953,2,,14,4.81894888,4.81894888
1967,0.046,19714_L7_21,49.2,18,1971,1953,2,,15,6.0441331,6.0441331
1968,0.037,19714_L7_21,49.2,18,1971,1953,2,,16,4.996812,4.996812
1969,0.049,19714_L7_21,49.2,18,1971,1953,2,,17,5.931678889,5.931678889
1954,0.078,19714_L1_1,37.2,20,1971,1951,2,,4,5.13919274,5.13919274
1955,0.036,19714_L1_1,37.2,20,1971,1951,2,,5,4.72907947,4.72907947
1956,0.05,19714_L1_1,37.2,20,1971,1951,2,,6,4.812523889,4.812523889
1957,0.055,19714_L1_1,37.2,20,1971,1951,2,,7,6.382488889,6.382488889
1958,0.041,19714_L1_1,37.2,20,1971,1951,2,,8,5.4791286,5.4791286
1959,0.047,19714_L1_1,37.2,20,1971,1951,2,,9,5.01073785,5.01073785
1960,0.03,19714_L1_1,37.2,20,1971,1951,2,,10,4.81554345,4.81554345
1961,0.04,19714_L1_1,37.2,20,1971,1951,2,,11,4.77995355,4.77995355
1962,0.038,19714_L1_1,37.2,20,1971,1951,2,,12,4.73869153,4.73869153
1963,0.049,19714_L1_1,37.2,20,1971,1951,2,,13,5.265386556,5.265386556
1964,0.038,19714_L1_1,37.2,20,1971,1951,2,,14,4.82454492,4.82454492
1965,0.051,19714_L1_1,37.2,20,1971,1951,2,,15,4.8576374,4.8576374
1966,0.034,19714_L1_1,37.2,20,1971,1951,2,,16,4.81894888,4.81894888
1967,0.046,19714_L1_1,37.2,20,1971,1951,2,,17,6.0441331,6.0441331
1968,0.028,19714_L1_1,37.2,20,1971,1951,2,,18,4.996812,4.996812
1969,0.074,19714_L1_1,37.2,20,1971,1951,2,,19,5.931678889,5.931678889
1960,0.066,19714_L3_4,36.8,14,1971,1957,2,,4,4.81554345,4.81554345
1961,0.048,19714_L3_4,36.8,14,1971,1957,2,,5,4.77995355,4.77995355
1962,0.05,19714_L3_4,36.8,14,1971,1957,2,,6,4.73869153,4.73869153
1963,0.048,19714_L3_4,36.8,14,1971,1957,2,,7,5.265386556,5.265386556
1964,0.044,19714_L3_4,36.8,14,1971,1957,2,,8,4.82454492,4.82454492
1965,0.048,19714_L3_4,36.8,14,1971,1957,2,,9,4.8576374,4.8576374
1966,0.038,19714_L3_4,36.8,14,1971,1957,2,,10,4.81894888,4.81894888
1967,0.061,19714_L3_4,36.8,14,1971,1957,2,,11,6.0441331,6.0441331
1968,0.026,19714_L3_4,36.8,14,1971,1957,2,,12,4.996812,4.996812
1969,0.033,19714_L3_4,36.8,14,1971,1957,2,,13,5.931678889,5.931678889
1959,0.08,19714_L3_5,38.1,14,1971,1957,2,,3,5.01073785,5.01073785
1960,0.058,19714_L3_5,38.1,14,1971,1957,2,,4,4.81554345,4.81554345
1961,0.064,19714_L3_5,38.1,14,1971,1957,2,,5,4.77995355,4.77995355
1962,0.046,19714_L3_5,38.1,14,1971,1957,2,,6,4.73869153,4.73869153
1963,0.052,19714_L3_5,38.1,14,1971,1957,2,,7,5.265386556,5.265386556
1964,0.055,19714_L3_5,38.1,14,1971,1957,2,,8,4.82454492,4.82454492
1965,0.058,19714_L3_5,38.1,14,1971,1957,2,,9,4.8576374,4.8576374
1966,0.042,19714_L3_5,38.1,14,1971,1957,2,,10,4.81894888,4.81894888
1967,0.072,19714_L3_5,38.1,14,1971,1957,2,,11,6.0441331,6.0441331
1968,0.042,19714_L3_5,38.1,14,1971,1957,2,,12,4.996812,4.996812
1969,0.052,19714_L3_5,38.1,14,1971,1957,2,,13,5.931678889,5.931678889
1960,0.067,19714_L3_6,35.4,14,1971,1957,2,,4,4.81554345,4.81554345
1961,0.063,19714_L3_6,35.4,14,1971,1957,2,,5,4.77995355,4.77995355
1962,0.071,19714_L3_6,35.4,14,1971,1957,2,,6,4.73869153,4.73869153
1963,0.063,19714_L3_6,35.4,14,1971,1957,2,,7,5.265386556,5.265386556
1964,0.074,19714_L3_6,35.4,14,1971,1957,2,,8,4.82454492,4.82454492
1965,0.065,19714_L3_6,35.4,14,1971,1957,2,,9,4.8576374,4.8576374
1966,0.041,19714_L3_6,35.4,14,1971,1957,2,,10,4.81894888,4.81894888
1967,0.042,19714_L3_6,35.4,14,1971,1957,2,,11,6.0441331,6.0441331
1968,0.028,19714_L3_6,35.4,14,1971,1957,2,,12,4.996812,4.996812
1969,0.046,19714_L3_6,35.4,14,1971,1957,2,,13,5.931678889,5.931678889
1962,0.073,19714_L3_7,35.1,13,1971,1958,2,,5,4.73869153,4.73869153
1963,0.049,19714_L3_7,35.1,13,1971,1958,2,,6,5.265386556,5.265386556
1964,0.038,19714_L3_7,35.1,13,1971,1958,2,,7,4.82454492,4.82454492
1965,0.054,19714_L3_7,35.1,13,1971,1958,2,,8,4.8576374,4.8576374
1966,0.063,19714_L3_7,35.1,13,1971,1958,2,,9,4.81894888,4.81894888
1967,0.108,19714_L3_7,35.1,13,1971,1958,2,,10,6.0441331,6.0441331
1968,0.068,19714_L3_7,35.1,13,1971,1958,2,,11,4.996812,4.996812
1969,0.086,19714_L3_7,35.1,13,1971,1958,2,,12,5.931678889,5.931678889
1950,0.118,1961_31,,14,1961,1947,,,4,4.2539899,4.2539899
1951,0.092,1961_31,,14,1961,1947,,,5,5.10480416,5.10480416
1952,0.065,1961_31,,14,1961,1947,,,6,4.70786727,4.70786727
1953,0.074,1961_31,,14,1961,1947,,,7,6.070673889,6.070673889
1954,0.042,1961_31,,14,1961,1947,,,8,5.13919274,5.13919274
1955,0.059,1961_31,,14,1961,1947,,,9,4.72907947,4.72907947
1956,0.035,1961_31,,14,1961,1947,,,10,4.812523889,4.812523889
1957,0.044,1961_31,,14,1961,1947,,,11,6.382488889,6.382488889
1958,0.038,1961_31,,14,1961,1947,,,12,5.4791286,5.4791286
1952,0.099,1961_3,,12,1961,1949,,,4,4.70786727,4.70786727
1953,0.112,1961_3,,12,1961,1949,,,5,6.070673889,6.070673889
1954,0.083,1961_3,,12,1961,1949,,,6,5.13919274,5.13919274
1955,0.071,1961_3,,12,1961,1949,,,7,4.72907947,4.72907947
1956,0.051,1961_3,,12,1961,1949,,,8,4.812523889,4.812523889
1957,0.061,1961_3,,12,1961,1949,,,9,6.382488889,6.382488889
1958,0.076,1961_3,,12,1961,1949,,,10,5.4791286,5.4791286
1959,0.046,1961_3,,12,1961,1949,,,11,5.01073785,5.01073785
1952,0.091,1961_115,,12,1961,1949,,,4,4.70786727,4.70786727
1953,0.098,1961_115,,12,1961,1949,,,5,6.070673889,6.070673889
1954,0.06,1961_115,,12,1961,1949,,,6,5.13919274,5.13919274
1955,0.071,1961_115,,12,1961,1949,,,7,4.72907947,4.72907947
1956,0.053,1961_115,,12,1961,1949,,,8,4.812523889,4.812523889
1957,0.066,1961_115,,12,1961,1949,,,9,6.382488889,6.382488889
1958,0.057,1961_115,,12,1961,1949,,,10,5.4791286,5.4791286
1959,0.048,1961_115,,12,1961,1949,,,11,5.01073785,5.01073785
1951,0.107,1961_4,,12,1961,1949,,,3,5.10480416,5.10480416
1952,0.081,1961_4,,12,1961,1949,,,4,4.70786727,4.70786727
1953,0.079,1961_4,,12,1961,1949,,,5,6.070673889,6.070673889
1954,0.06,1961_4,,12,1961,1949,,,6,5.13919274,5.13919274
1955,0.096,1961_4,,12,1961,1949,,,7,4.72907947,4.72907947
1956,0.069,1961_4,,12,1961,1949,,,8,4.812523889,4.812523889
1957,0.051,1961_4,,12,1961,1949,,,9,6.382488889,6.382488889
1958,0.053,1961_4,,12,1961,1949,,,10,5.4791286,5.4791286
1959,0.041,1961_4,,12,1961,1949,,,11,5.01073785,5.01073785
1954,0.072,1961_61,,11,1961,1950,,,5,5.13919274,5.13919274
1955,0.07,1961_61,,11,1961,1950,,,6,4.72907947,4.72907947
1956,0.05,1961_61,,11,1961,1950,,,7,4.812523889,4.812523889
1957,0.064,1961_61,,11,1961,1950,,,8,6.382488889,6.382488889
1958,0.059,1961_61,,11,1961,1950,,,9,5.4791286,5.4791286
1959,0.04,1961_61,,11,1961,1950,,,10,5.01073785,5.01073785
1960,0.041,1961_61,,11,1961,1950,,,11,4.81554345,4.81554345
1952,0.066,1961_99,,12,1961,1949,,,4,4.70786727,4.70786727
1953,0.09,1961_99,,12,1961,1949,,,5,6.070673889,6.070673889
1954,0.045,1961_99,,12,1961,1949,,,6,5.13919274,5.13919274
1955,0.076,1961_99,,12,1961,1949,,,7,4.72907947,4.72907947
1956,0.037,1961_99,,12,1961,1949,,,8,4.812523889,4.812523889
1957,0.072,1961_99,,12,1961,1949,,,9,6.382488889,6.382488889
1958,0.059,1961_99,,12,1961,1949,,,10,5.4791286,5.4791286
1959,0.034,1961_99,,12,1961,1949,,,11,5.01073785,5.01073785
1960,0.041,1961_99,,12,1961,1949,,,12,4.81554345,4.81554345
1951,0.113,1961_150,,13,1961,1948,,,4,5.10480416,5.10480416
1952,0.058,1961_150,,13,1961,1948,,,5,4.70786727,4.70786727
1953,0.085,1961_150,,13,1961,1948,,,6,6.070673889,6.070673889
1954,0.07,1961_150,,13,1961,1948,,,7,5.13919274,5.13919274
1955,0.108,1961_150,,13,1961,1948,,,8,4.72907947,4.72907947
1956,0.05,1961_150,,13,1961,1948,,,9,4.812523889,4.812523889
1957,0.047,1961_150,,13,1961,1948,,,10,6.382488889,6.382488889
1958,0.048,1961_150,,13,1961,1948,,,11,5.4791286,5.4791286
1959,0.04,1961_150,,13,1961,1948,,,12,5.01073785,5.01073785
1949,0.088,1961_78,,15,1961,1946,,,4,4.80766178,4.80766178
1950,0.086,1961_78,,15,1961,1946,,,5,4.2539899,4.2539899
1951,0.091,1961_78,,15,1961,1946,,,6,5.10480416,5.10480416
1952,0.068,1961_78,,15,1961,1946,,,7,4.70786727,4.70786727
1953,0.052,1961_78,,15,1961,1946,,,8,6.070673889,6.070673889
1954,0.044,1961_78,,15,1961,1946,,,9,5.13919274,5.13919274
1955,0.04,1961_78,,15,1961,1946,,,10,4.72907947,4.72907947
1956,0.024,1961_78,,15,1961,1946,,,11,4.812523889,4.812523889
1957,0.037,1961_78,,15,1961,1946,,,12,6.382488889,6.382488889
1958,0.04,1961_78,,15,1961,1946,,,13,5.4791286,5.4791286
1959,0.034,1961_78,,15,1961,1946,,,14,5.01073785,5.01073785
1952,0.089,1961_11,,12,1961,1949,,,4,4.70786727,4.70786727
1953,0.122,1961_11,,12,1961,1949,,,5,6.070673889,6.070673889
1954,0.07,1961_11,,12,1961,1949,,,6,5.13919274,5.13919274
1955,0.094,1961_11,,12,1961,1949,,,7,4.72907947,4.72907947
1956,0.056,1961_11,,12,1961,1949,,,8,4.812523889,4.812523889
1957,0.057,1961_11,,12,1961,1949,,,9,6.382488889,6.382488889
1958,0.051,1961_11,,12,1961,1949,,,10,5.4791286,5.4791286
1959,0.041,1961_11,,12,1961,1949,,,11,5.01073785,5.01073785
1952,0.095,1961_51,,12,1961,1949,,,4,4.70786727,4.70786727
1953,0.072,1961_51,,12,1961,1949,,,5,6.070673889,6.070673889
1954,0.05,1961_51,,12,1961,1949,,,6,5.13919274,5.13919274
1955,0.058,1961_51,,12,1961,1949,,,7,4.72907947,4.72907947
1956,0.036,1961_51,,12,1961,1949,,,8,4.812523889,4.812523889
1957,0.043,1961_51,,12,1961,1949,,,9,6.382488889,6.382488889
1958,0.052,1961_51,,12,1961,1949,,,10,5.4791286,5.4791286
1959,0.037,1961_51,,12,1961,1949,,,11,5.01073785,5.01073785
1979,0.082,88199501140_17,34,20,1995,1975,2,,5,6.4476407,6.4476407
1980,0.052,88199501140_17,34,20,1995,1975,2,,6,5.1286255,5.1286255
1981,0.066,88199501140_17,34,20,1995,1975,2,,7,6.2012492,6.2012492
1982,0.03,88199501140_17,34,20,1995,1975,2,,8,4.7648766,4.7648766
1983,0.039,88199501140_17,34,20,1995,1975,2,,9,5.8634266,5.8634266
1984,0.028,88199501140_17,34,20,1995,1975,2,,10,5.44916092,5.44916092
1985,0.03,88199501140_17,34,20,1995,1975,2,,11,4.7552367,4.7552367
1986,0.028,88199501140_17,34,20,1995,1975,2,,12,5.16935397,5.16935397
1987,0.044,88199501140_17,34,20,1995,1975,2,,13,5.8787333,5.8787333
1988,0.032,88199501140_17,34,20,1995,1975,2,,14,5.1758543,5.1758543
1989,0.04,88199501140_17,34,20,1995,1975,2,,15,5.29498727,5.29498727
1990,0.032,88199501140_17,34,20,1995,1975,2,,16,5.30396262,5.30396262
1991,0.03,88199501140_17,34,20,1995,1975,2,,17,5.57854866,5.57854866
1992,0.019,88199501140_17,34,20,1995,1975,2,,18,5.15318766,5.15318766
1993,0.03,88199501140_17,34,20,1995,1975,2,,19,6.0813382,6.0813382
1983,0.07,88199501140_28,32,15,1995,1980,2,,4,5.8634266,5.8634266
1984,0.078,88199501140_28,32,15,1995,1980,2,,5,5.44916092,5.44916092
1985,0.062,88199501140_28,32,15,1995,1980,2,,6,4.7552367,4.7552367
1986,0.036,88199501140_28,32,15,1995,1980,2,,7,5.16935397,5.16935397
1987,0.074,88199501140_28,32,15,1995,1980,2,,8,5.8787333,5.8787333
1988,0.041,88199501140_28,32,15,1995,1980,2,,9,5.1758543,5.1758543
1989,0.029,88199501140_28,32,15,1995,1980,2,,10,5.29498727,5.29498727
1990,0.038,88199501140_28,32,15,1995,1980,2,,11,5.30396262,5.30396262
1991,0.039,88199501140_28,32,15,1995,1980,2,,12,5.57854866,5.57854866
1992,0.037,88199501140_28,32,15,1995,1980,2,,13,5.15318766,5.15318766
1993,0.044,88199501140_28,32,15,1995,1980,2,,14,6.0813382,6.0813382
1979,0.098,88199501140_34,33,19,1995,1976,1,,4,6.4476407,6.4476407
1980,0.07,88199501140_34,33,19,1995,1976,1,,5,5.1286255,5.1286255
1981,0.058,88199501140_34,33,19,1995,1976,1,,6,6.2012492,6.2012492
1982,0.033,88199501140_34,33,19,1995,1976,1,,7,4.7648766,4.7648766
1983,0.072,88199501140_34,33,19,1995,1976,1,,8,5.8634266,5.8634266
1984,0.057,88199501140_34,33,19,1995,1976,1,,9,5.44916092,5.44916092
1985,0.051,88199501140_34,33,19,1995,1976,1,,10,4.7552367,4.7552367
1986,0.036,88199501140_34,33,19,1995,1976,1,,11,5.16935397,5.16935397
1987,0.058,88199501140_34,33,19,1995,1976,1,,12,5.8787333,5.8787333
1988,0.039,88199501140_34,33,19,1995,1976,1,,13,5.1758543,5.1758543
1989,0.034,88199501140_34,33,19,1995,1976,1,,14,5.29498727,5.29498727
1990,0.036,88199501140_34,33,19,1995,1976,1,,15,5.30396262,5.30396262
1991,0.039,88199501140_34,33,19,1995,1976,1,,16,5.57854866,5.57854866
1992,0.038,88199501140_34,33,19,1995,1976,1,,17,5.15318766,5.15318766
1993,0.041,88199501140_34,33,19,1995,1976,1,,18,6.0813382,6.0813382
1977,0.098,88199501140_41,33,21,1995,1974,1,,4,5.7243607,5.7243607
1978,0.064,88199501140_41,33,21,1995,1974,1,,5,5.5992486,5.5992486
1979,0.071,88199501140_41,33,21,1995,1974,1,,6,6.4476407,6.4476407
1980,0.049,88199501140_41,33,21,1995,1974,1,,7,5.1286255,5.1286255
1981,0.061,88199501140_41,33,21,1995,1974,1,,8,6.2012492,6.2012492
1982,0.044,88199501140_41,33,21,1995,1974,1,,9,4.7648766,4.7648766
1983,0.077,88199501140_41,33,21,1995,1974,1,,10,5.8634266,5.8634266
1984,0.04,88199501140_41,33,21,1995,1974,1,,11,5.44916092,5.44916092
1985,0.045,88199501140_41,33,21,1995,1974,1,,12,4.7552367,4.7552367
1986,0.055,88199501140_41,33,21,1995,1974,1,,13,5.16935397,5.16935397
1987,0.048,88199501140_41,33,21,1995,1974,1,,14,5.8787333,5.8787333
1988,0.037,88199501140_41,33,21,1995,1974,1,,15,5.1758543,5.1758543
1989,0.032,88199501140_41,33,21,1995,1974,1,,16,5.29498727,5.29498727
1990,0.034,88199501140_41,33,21,1995,1974,1,,17,5.30396262,5.30396262
1991,0.037,88199501140_41,33,21,1995,1974,1,,18,5.57854866,5.57854866
1992,0.034,88199501140_41,33,21,1995,1974,1,,19,5.15318766,5.15318766
1993,0.034,88199501140_41,33,21,1995,1974,1,,20,6.0813382,6.0813382
1974,0.103,88199501140_43,35,27,1995,1968,1,,7,5.0031059,5.0031059
1975,0.073,88199501140_43,35,27,1995,1968,1,,8,4.681771867,4.681771867
1976,0.038,88199501140_43,35,27,1995,1968,1,,9,4.61692252,4.61692252
1977,0.053,88199501140_43,35,27,1995,1968,1,,10,5.7243607,5.7243607
1978,0.06,88199501140_43,35,27,1995,1968,1,,11,5.5992486,5.5992486
1979,0.055,88199501140_43,35,27,1995,1968,1,,12,6.4476407,6.4476407
1980,0.039,88199501140_43,35,27,1995,1968,1,,13,5.1286255,5.1286255
1981,0.053,88199501140_43,35,27,1995,1968,1,,14,6.2012492,6.2012492
1982,0.037,88199501140_43,35,27,1995,1968,1,,15,4.7648766,4.7648766
1983,0.062,88199501140_43,35,27,1995,1968,1,,16,5.8634266,5.8634266
1984,0.047,88199501140_43,35,27,1995,1968,1,,17,5.44916092,5.44916092
1985,0.045,88199501140_43,35,27,1995,1968,1,,18,4.7552367,4.7552367
1986,0.047,88199501140_43,35,27,1995,1968,1,,19,5.16935397,5.16935397
1987,0.056,88199501140_43,35,27,1995,1968,1,,20,5.8787333,5.8787333
1988,0.048,88199501140_43,35,27,1995,1968,1,,21,5.1758543,5.1758543
1989,0.053,88199501140_43,35,27,1995,1968,1,,22,5.29498727,5.29498727
1990,0.051,88199501140_43,35,27,1995,1968,1,,23,5.30396262,5.30396262
1991,0.048,88199501140_43,35,27,1995,1968,1,,24,5.57854866,5.57854866
1992,0.038,88199501140_43,35,27,1995,1968,1,,25,5.15318766,5.15318766
1993,0.051,88199501140_43,35,27,1995,1968,1,,26,6.0813382,6.0813382
1981,0.056,88199501140_53,33,18,1995,1977,2,,5,6.2012492,6.2012492
1982,0.043,88199501140_53,33,18,1995,1977,2,,6,4.7648766,4.7648766
1983,0.058,88199501140_53,33,18,1995,1977,2,,7,5.8634266,5.8634266
1984,0.054,88199501140_53,33,18,1995,1977,2,,8,5.44916092,5.44916092
1985,0.029,88199501140_53,33,18,1995,1977,2,,9,4.7552367,4.7552367
1986,0.05,88199501140_53,33,18,1995,1977,2,,10,5.16935397,5.16935397
1987,0.06,88199501140_53,33,18,1995,1977,2,,11,5.8787333,5.8787333
1988,0.037,88199501140_53,33,18,1995,1977,2,,12,5.1758543,5.1758543
1989,0.034,88199501140_53,33,18,1995,1977,2,,13,5.29498727,5.29498727
1990,0.042,88199501140_53,33,18,1995,1977,2,,14,5.30396262,5.30396262
1991,0.039,88199501140_53,33,18,1995,1977,2,,15,5.57854866,5.57854866
1992,0.027,88199501140_53,33,18,1995,1977,2,,16,5.15318766,5.15318766
1993,0.034,88199501140_53,33,18,1995,1977,2,,17,6.0813382,6.0813382
1975,0.084,88199501140_56,38,22,1995,1973,2,,3,4.681771867,4.681771867
1976,0.074,88199501140_56,38,22,1995,1973,2,,4,4.61692252,4.61692252
1977,0.089,88199501140_56,38,22,1995,1973,2,,5,5.7243607,5.7243607
1978,0.06,88199501140_56,38,22,1995,1973,2,,6,5.5992486,5.5992486
1979,0.092,88199501140_56,38,22,1995,1973,2,,7,6.4476407,6.4476407
1980,0.076,88199501140_56,38,22,1995,1973,2,,8,5.1286255,5.1286255
1981,0.096,88199501140_56,38,22,1995,1973,2,,9,6.2012492,6.2012492
1982,0.049,88199501140_56,38,22,1995,1973,2,,10,4.7648766,4.7648766
1983,0.071,88199501140_56,38,22,1995,1973,2,,11,5.8634266,5.8634266
1984,0.043,88199501140_56,38,22,1995,1973,2,,12,5.44916092,5.44916092
1985,0.049,88199501140_56,38,22,1995,1973,2,,13,4.7552367,4.7552367
1986,0.036,88199501140_56,38,22,1995,1973,2,,14,5.16935397,5.16935397
1987,0.056,88199501140_56,38,22,1995,1973,2,,15,5.8787333,5.8787333
1988,0.049,88199501140_56,38,22,1995,1973,2,,16,5.1758543,5.1758543
1989,0.031,88199501140_56,38,22,1995,1973,2,,17,5.29498727,5.29498727
1990,0.033,88199501140_56,38,22,1995,1973,2,,18,5.30396262,5.30396262
1991,0.038,88199501140_56,38,22,1995,1973,2,,19,5.57854866,5.57854866
1992,0.051,88199501140_56,38,22,1995,1973,2,,20,5.15318766,5.15318766
1993,0.067,88199501140_56,38,22,1995,1973,2,,21,6.0813382,6.0813382
1979,0.102,88199501140_76,31,17,1995,1978,1,,2,6.4476407,6.4476407
1980,0.067,88199501140_76,31,17,1995,1978,1,,3,5.1286255,5.1286255
1981,0.075,88199501140_76,31,17,1995,1978,1,,4,6.2012492,6.2012492
1982,0.043,88199501140_76,31,17,1995,1978,1,,5,4.7648766,4.7648766
1983,0.069,88199501140_76,31,17,1995,1978,1,,6,5.8634266,5.8634266
1984,0.057,88199501140_76,31,17,1995,1978,1,,7,5.44916092,5.44916092
1985,0.042,88199501140_76,31,17,1995,1978,1,,8,4.7552367,4.7552367
1986,0.062,88199501140_76,31,17,1995,1978,1,,9,5.16935397,5.16935397
1987,0.058,88199501140_76,31,17,1995,1978,1,,10,5.8787333,5.8787333
1988,0.054,88199501140_76,31,17,1995,1978,1,,11,5.1758543,5.1758543
1989,0.041,88199501140_76,31,17,1995,1978,1,,12,5.29498727,5.29498727
1990,0.037,88199501140_76,31,17,1995,1978,1,,13,5.30396262,5.30396262
1991,0.03,88199501140_76,31,17,1995,1978,1,,14,5.57854866,5.57854866
1992,0.04,88199501140_76,31,17,1995,1978,1,,15,5.15318766,5.15318766
1993,0.056,88199501140_76,31,17,1995,1978,1,,16,6.0813382,6.0813382
1976,0.072,88199501140_93,35,22,1995,1973,2,,4,4.61692252,4.61692252
1977,0.082,88199501140_93,35,22,1995,1973,2,,5,5.7243607,5.7243607
1978,0.062,88199501140_93,35,22,1995,1973,2,,6,5.5992486,5.5992486
1979,0.055,88199501140_93,35,22,1995,1973,2,,7,6.4476407,6.4476407
1980,0.049,88199501140_93,35,22,1995,1973,2,,8,5.1286255,5.1286255
1981,0.057,88199501140_93,35,22,1995,1973,2,,9,6.2012492,6.2012492
1982,0.044,88199501140_93,35,22,1995,1973,2,,10,4.7648766,4.7648766
1983,0.044,88199501140_93,35,22,1995,1973,2,,11,5.8634266,5.8634266
1984,0.03,88199501140_93,35,22,1995,1973,2,,12,5.44916092,5.44916092
1985,0.047,88199501140_93,35,22,1995,1973,2,,13,4.7552367,4.7552367
1986,0.035,88199501140_93,35,22,1995,1973,2,,14,5.16935397,5.16935397
1987,0.048,88199501140_93,35,22,1995,1973,2,,15,5.8787333,5.8787333
1988,0.043,88199501140_93,35,22,1995,1973,2,,16,5.1758543,5.1758543
1989,0.042,88199501140_93,35,22,1995,1973,2,,17,5.29498727,5.29498727
1990,0.036,88199501140_93,35,22,1995,1973,2,,18,5.30396262,5.30396262
1991,0.036,88199501140_93,35,22,1995,1973,2,,19,5.57854866,5.57854866
1992,0.026,88199501140_93,35,22,1995,1973,2,,20,5.15318766,5.15318766
1993,0.035,88199501140_93,35,22,1995,1973,2,,21,6.0813382,6.0813382
1982,0.051,88199501140_97,32,16,1995,1979,2,,4,4.7648766,4.7648766
1983,0.073,88199501140_97,32,16,1995,1979,2,,5,5.8634266,5.8634266
1984,0.071,88199501140_97,32,16,1995,1979,2,,6,5.44916092,5.44916092
1985,0.064,88199501140_97,32,16,1995,1979,2,,7,4.7552367,4.7552367
1986,0.06,88199501140_97,32,16,1995,1979,2,,8,5.16935397,5.16935397
1987,0.081,88199501140_97,32,16,1995,1979,2,,9,5.8787333,5.8787333
1988,0.047,88199501140_97,32,16,1995,1979,2,,10,5.1758543,5.1758543
